role,experience_years,education,num_projects,certifications,location_tier,company_type,skills,salary_lpa
Data Scientist,3.7,Masters,3,1,Tier-1,Service-based,data visualization|pandas|sql,13.3
Data Analyst,0.9,Bachelors,4,2,Tier-2,Product-based,numpy|power bi|python|sql|tableau,8.75
DevOps Engineer,3.6,Bachelors,3,1,Tier-1,Product-based,aws|docker|jenkins|linux|terraform,18.72
Business Analyst,0.5,Bachelors,2,1,Tier-1,Enterprise,data visualization|requirements gathering|sql|stakeholder management,7.7
AI Engineer,1.2,Masters,4,0,Tier-2,Startup,nlp|python|tensorflow,13.67
Frontend Developer,2.5,Bachelors,4,1,Tier-2,Startup,css|figma|git|react|typescript,9.0
DevOps Engineer,1.2,Bachelors,9,0,Tier-1,Service-based,aws|docker|gcp|linux|terraform,11.18
Backend Developer,1.5,Bachelors,4,0,Tier-1,Product-based,docker|fastapi|java|mongodb|node.js|postgresql|rest api|system design,10.81
Cybersecurity Analyst,2.1,Masters,1,0,Tier-2,Product-based,linux|penetration testing|risk assessment|siem,11.73
Business Analyst,1.4,Bachelors,2,1,Tier-2,Enterprise,data visualization|excel|jira|python|requirements gathering|stakeholder management,5.7
UI/UX Designer,0.6,Bachelors,5,1,Tier-1,Product-based,figma|prototyping|ui/ux design|user research|wireframing,10.58
Full Stack Developer,0.8,Masters,6,0,Tier-2,Product-based,css|django|docker|flask|rest api|sql,10.52
Business Analyst,4.1,PhD,5,1,Tier-1,Product-based,agile|data visualization|excel|power bi|python|requirements gathering|stakeholder management,17.88
AI Engineer,1.9,Bachelors,4,1,Tier-1,Service-based,computer vision|kubernetes|machine learning|nlp|python|pytorch|system design|tensorflow,13.95
Data Scientist,3.2,Bachelors,7,0,Tier-1,Product-based,data visualization|excel|numpy|pandas|power bi|python|scikit-learn|seaborn|statistics,18.39
Frontend Developer,0.1,Bachelors,4,1,Tier-1,Enterprise,agile|figma|git|html|javascript|react|typescript,7.7
UI/UX Designer,0.5,Bachelors,4,0,Tier-1,Startup,css|html|prototyping|ui/ux design|user research|wireframing,7.33
UI/UX Designer,0.6,Masters,6,2,Tier-3,Product-based,agile|html|ui/ux design|user research|wireframing,8.46
Cloud Engineer,9.6,Bachelors,2,0,Tier-1,Product-based,azure|ci/cd|docker|gcp|jenkins|kubernetes|terraform,28.39
Machine Learning Engineer,15.0,PhD,5,0,Tier-2,Product-based,airflow|docker|keras|machine learning|python|pytorch|scikit-learn|system design|tensorflow,48.78
Product Manager,0.7,Masters,4,1,Tier-1,Startup,a/b testing|agile|stakeholder management|user research,16.37
Frontend Developer,1.3,Masters,2,2,Tier-3,Service-based,agile|css|git|javascript|react|rest api|typescript,5.47
DevOps Engineer,1.2,Masters,6,2,Tier-3,Service-based,ci/cd|docker|jenkins|kubernetes|terraform,7.87
Backend Developer,0.1,Bachelors,3,2,Tier-2,Service-based,java|mongodb|node.js|python|rest api|sql,6.34
Backend Developer,0.2,Bachelors,5,1,Tier-3,Enterprise,docker|flask|java|node.js|postgresql|python|rest api|spring boot|sql|system design,7.1
Data Analyst,1.8,Bachelors,4,2,Tier-1,Service-based,excel|matplotlib|power bi|python|sql|statistics,8.18
Data Analyst,1.3,Masters,7,0,Tier-1,Service-based,data visualization|excel|power bi|sql|statistics|tableau,9.58
Backend Developer,0.8,Bachelors,6,0,Tier-3,Enterprise,java|node.js|postgresql|python,6.53
UI/UX Designer,0.8,Bachelors,5,1,Tier-3,Product-based,figma|prototyping|ui/ux design|wireframing,7.05
AI Engineer,2.5,Bachelors,4,0,Tier-1,Startup,computer vision|nlp|python|pytorch,17.29
Business Analyst,1.3,Bachelors,6,2,Tier-2,Service-based,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,8.33
Machine Learning Engineer,1.4,Bachelors,3,0,Tier-3,Service-based,deep learning|docker|python|pytorch|scikit-learn|tensorflow,8.78
Cybersecurity Analyst,1.0,Bachelors,1,0,Tier-1,Enterprise,aws|ci/cd|network security|penetration testing|python|risk assessment|siem,8.22
Data Scientist,2.4,Masters,3,0,Tier-1,Service-based,data visualization|deep learning|excel|machine learning|matplotlib|numpy|pandas|python|statistics,15.52
AI Engineer,1.0,Masters,2,3,Tier-2,Product-based,computer vision|deep learning|tensorflow,15.91
Product Manager,0.4,Bachelors,7,0,Tier-1,Enterprise,a/b testing|data visualization|product management|requirements gathering|stakeholder management|user research,13.73
Cloud Engineer,2.3,Masters,5,0,Tier-2,Startup,aws|ci/cd|gcp|linux|python|terraform,14.2
Product Manager,0.7,Bachelors,2,1,Tier-3,Enterprise,a/b testing|agile|data visualization|jira|product management|requirements gathering|stakeholder management|wireframing,9.65
Full Stack Developer,1.9,Masters,3,1,Tier-3,Startup,css|html|javascript|react|rest api|sql,10.02
AI Engineer,1.7,Masters,5,1,Tier-1,Service-based,aws|computer vision|deep learning|machine learning|nlp|python,15.03
Full Stack Developer,4.3,Bachelors,3,3,Tier-2,Service-based,css|django|javascript|mongodb|node.js|rest api|sql|typescript,10.21
AI Engineer,5.8,Bachelors,1,0,Tier-2,Startup,computer vision|deep learning|machine learning|scikit-learn|tensorflow,22.95
Cloud Engineer,1.5,Bachelors,4,0,Tier-2,Product-based,azure|docker|gcp|kubernetes|python|terraform,13.87
Cloud Engineer,2.6,Masters,2,2,Tier-2,Startup,aws|azure|ci/cd|docker|gcp|kubernetes|linux|terraform,12.19
Data Scientist,2.3,Bachelors,4,0,Tier-1,Service-based,data visualization|deep learning|machine learning|numpy|python|r|scikit-learn|sql|statistics,11.93
Cybersecurity Analyst,3.0,Bachelors,1,1,Tier-1,Service-based,azure|network security|python|risk assessment|siem,10.87
Data Analyst,2.1,Bachelors,3,2,Tier-1,Product-based,data visualization|matplotlib|pandas|python|sql|statistics|tableau,11.41
AI Engineer,3.8,PhD,3,0,Tier-3,Product-based,deep learning|docker|kubernetes|machine learning|python|tensorflow,19.1
Data Scientist,0.3,PhD,4,1,Tier-2,Startup,data visualization|numpy|power bi|scikit-learn|statistics|tensorflow,12.45
Business Analyst,0.7,Bachelors,3,1,Tier-3,Service-based,data visualization|excel|jira|power bi|python|requirements gathering|sql|stakeholder management|statistics,4.45
Frontend Developer,3.1,Masters,5,3,Tier-2,Service-based,agile|css|figma|html|typescript,10.18
UI/UX Designer,4.0,Masters,5,2,Tier-3,Enterprise,agile|css|figma|html|prototyping|ui/ux design|user research|wireframing,8.79
Cloud Engineer,2.1,Bachelors,2,1,Tier-1,Product-based,azure|ci/cd|docker|gcp|kubernetes|linux|python|terraform,13.35
Backend Developer,0.1,Bachelors,2,1,Tier-3,Service-based,django|fastapi|flask|java|node.js|rest api|system design,5.27
Full Stack Developer,2.2,Masters,2,0,Tier-2,Product-based,css|flask|html|javascript|mongodb|typescript,12.91
Data Analyst,5.5,Bachelors,3,0,Tier-2,Service-based,excel|power bi|python|requirements gathering|sql|statistics,8.28
Business Analyst,5.0,Masters,3,1,Tier-1,Service-based,agile|data visualization|excel|power bi|python|requirements gathering|sql|stakeholder management|statistics,10.54
Backend Developer,1.4,Bachelors,4,2,Tier-1,Product-based,java|postgresql|python|rest api|system design,12.42
Data Scientist,3.1,Bachelors,5,2,Tier-2,Service-based,data visualization|deep learning|excel|numpy|pandas|python|r|scikit-learn|sql,10.81
Machine Learning Engineer,5.2,Bachelors,5,0,Tier-2,Service-based,airflow|deep learning|docker|keras|kubernetes|python|pytorch|scikit-learn|tensorflow,16.58
Frontend Developer,4.8,Bachelors,5,1,Tier-1,Startup,css|git|html|javascript|rest api|typescript,16.44
Data Analyst,3.9,Bachelors,7,2,Tier-1,Product-based,data visualization|excel|power bi|sql|statistics|tableau,15.32
Data Scientist,8.3,Bachelors,3,1,Tier-1,Service-based,data visualization|machine learning|matplotlib|numpy|python|scikit-learn|sql,22.06
Product Manager,3.1,Bachelors,5,1,Tier-3,Enterprise,a/b testing|agile|data visualization|jira|product management|requirements gathering|stakeholder management|wireframing,17.7
AI Engineer,1.3,Masters,3,2,Tier-2,Service-based,deep learning|machine learning|nlp|python|pytorch|tensorflow,11.73
Backend Developer,3.9,Bachelors,3,1,Tier-2,Startup,java|node.js|postgresql|python|rest api|system design,12.09
DevOps Engineer,1.5,Masters,2,1,Tier-3,Enterprise,aws|azure|ci/cd|gcp|jenkins|kubernetes|linux,9.83
Business Analyst,0.1,Bachelors,3,1,Tier-2,Startup,agile|data visualization|jira|power bi|requirements gathering|sql|stakeholder management|statistics,6.43
Data Scientist,0.1,Bachelors,5,0,Tier-1,Startup,data visualization|deep learning|excel|machine learning|numpy|pandas|python|r|scikit-learn|sql|statistics,9.79
Machine Learning Engineer,0.2,Bachelors,3,0,Tier-1,Service-based,airflow|deep learning|docker|python|pytorch|scikit-learn|sql|tensorflow,9.85
Software Engineer,7.2,Bachelors,5,1,Tier-1,Service-based,algorithms|c++|data structures|git|java|linux|oop|rest api|sql|system design,16.95
Cybersecurity Analyst,1.7,Bachelors,2,0,Tier-1,Startup,azure|ci/cd|linux|network security|penetration testing|python,12.0
Backend Developer,1.4,PhD,8,1,Tier-1,Product-based,django|java|node.js|rest api|system design,15.83
Full Stack Developer,7.0,Bachelors,5,0,Tier-1,Startup,css|django|html|javascript|node.js|react|rest api|sql,14.61
Data Analyst,3.3,Masters,3,0,Tier-1,Startup,data visualization|excel|power bi|python|requirements gathering|sql|statistics|tableau,10.85
Cloud Engineer,1.7,Masters,5,0,Tier-1,Service-based,aws|azure|docker|gcp|jenkins|kubernetes|linux|system design|terraform,13.02
AI Engineer,4.5,Bachelors,8,0,Tier-3,Service-based,computer vision|kubernetes|machine learning|nlp|python|system design|tensorflow,15.22
Machine Learning Engineer,9.9,Bachelors,3,1,Tier-3,Product-based,deep learning|docker|machine learning|python|pytorch|scikit-learn,25.73
Data Analyst,8.2,Bachelors,3,1,Tier-3,Product-based,data visualization|excel|pandas|power bi|statistics|tableau,13.65
Cybersecurity Analyst,2.1,Bachelors,6,0,Tier-2,Startup,azure|ci/cd|linux|network security|python|risk assessment,10.83
Data Analyst,0.8,Bachelors,7,1,Tier-2,Product-based,data visualization|excel|power bi|python|sql|statistics|tableau,6.89
DevOps Engineer,2.2,Bachelors,2,1,Tier-2,Startup,aws|azure|docker|gcp|jenkins|kubernetes|linux|system design,12.4
Frontend Developer,0.6,Bachelors,3,1,Tier-2,Startup,css|figma|git|html|javascript|node.js|react|rest api|typescript,6.8
UI/UX Designer,1.4,Masters,6,0,Tier-1,Product-based,figma|prototyping|ui/ux design|wireframing,11.6
Software Engineer,1.1,Bachelors,3,2,Tier-3,Product-based,agile|algorithms|c++|data structures|java|linux|oop|rest api|system design,8.68
Full Stack Developer,11.9,Bachelors,3,0,Tier-1,Product-based,css|html|javascript|mongodb|node.js|rest api,30.74
Full Stack Developer,0.6,Bachelors,8,1,Tier-1,Product-based,css|html|javascript|mongodb|react|rest api|sql,12.36
Frontend Developer,0.2,PhD,2,0,Tier-2,Startup,css|figma|git|javascript|node.js|react|rest api|typescript,9.3
Software Engineer,4.6,Bachelors,4,0,Tier-2,Service-based,algorithms|c++|git|java|linux|oop|sql|system design,10.38
DevOps Engineer,1.7,Bachelors,1,1,Tier-1,Product-based,azure|docker|jenkins|linux|system design|terraform,12.69
Cybersecurity Analyst,1.0,Bachelors,1,1,Tier-1,Enterprise,aws|azure|ci/cd|linux|network security|risk assessment|siem,9.55
AI Engineer,3.2,Bachelors,5,0,Tier-2,Product-based,aws|deep learning|machine learning|pytorch|system design|tensorflow,18.68
AI Engineer,2.3,Masters,6,1,Tier-2,Product-based,aws|deep learning|docker|machine learning|nlp|python|pytorch|system design,17.99
UI/UX Designer,0.5,Bachelors,2,2,Tier-1,Startup,figma|prototyping|user research|wireframing,7.2
DevOps Engineer,5.5,Bachelors,2,0,Tier-1,Service-based,aws|azure|ci/cd|docker|gcp|kubernetes|system design|terraform,16.99
Machine Learning Engineer,1.0,Bachelors,6,1,Tier-3,Service-based,deep learning|docker|kubernetes|python|pytorch|sql|tensorflow|xgboost,8.2
Business Analyst,1.1,Bachelors,5,0,Tier-1,Product-based,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,10.39
Business Analyst,11.2,Bachelors,4,0,Tier-3,Product-based,power bi|requirements gathering|sql|stakeholder management,13.73
Frontend Developer,7.6,Bachelors,4,0,Tier-1,Service-based,agile|css|html|node.js|react|rest api|typescript,14.65
Software Engineer,0.7,Bachelors,2,0,Tier-1,Product-based,agile|algorithms|c++|data structures|python|rest api,10.26
Product Manager,5.1,Bachelors,6,4,Tier-2,Startup,a/b testing|agile|jira|product management|stakeholder management,22.36
UI/UX Designer,0.2,Masters,3,0,Tier-1,Startup,figma|html|prototyping|user research,9.13
Frontend Developer,4.9,Masters,1,1,Tier-2,Startup,git|html|javascript|react,13.37
Software Engineer,0.4,Bachelors,3,1,Tier-2,Product-based,algorithms|data structures|git|java|oop|rest api|system design,8.76
DevOps Engineer,0.3,Bachelors,6,0,Tier-1,Product-based,aws|ci/cd|docker|jenkins|kubernetes|terraform,12.22
DevOps Engineer,6.4,PhD,5,0,Tier-2,Service-based,aws|azure|ci/cd|docker|kubernetes|linux|python|system design|terraform,18.61
Cybersecurity Analyst,2.9,Bachelors,3,1,Tier-1,Service-based,ci/cd|linux|penetration testing|risk assessment|siem,11.48
Data Scientist,1.6,Masters,3,2,Tier-2,Product-based,data visualization|matplotlib|numpy|pandas|python|sql,13.33
AI Engineer,5.3,Bachelors,3,1,Tier-1,Enterprise,machine learning|pytorch|scikit-learn|tensorflow,22.23
Data Analyst,13.0,Bachelors,2,2,Tier-1,Startup,data visualization|matplotlib|pandas|power bi|python|statistics|tableau,22.19
Data Scientist,3.6,Masters,6,0,Tier-1,Product-based,data visualization|pandas|python|r|scikit-learn|sql|statistics|tensorflow,21.66
Business Analyst,0.3,Masters,4,2,Tier-2,Startup,agile|excel|jira|power bi|python|requirements gathering|stakeholder management,9.2
Full Stack Developer,0.1,PhD,7,2,Tier-1,Product-based,flask|javascript|react|rest api|sql|typescript,16.6
Frontend Developer,3.3,Masters,3,1,Tier-2,Product-based,css|figma|git|html|javascript|node.js|react|rest api|typescript,12.03
Cybersecurity Analyst,8.2,Bachelors,2,0,Tier-3,Service-based,azure|linux|penetration testing|risk assessment,12.45
Machine Learning Engineer,0.1,Bachelors,4,1,Tier-1,Service-based,airflow|docker|machine learning|python|pytorch|scikit-learn|tensorflow|xgboost,10.72
UI/UX Designer,7.2,Bachelors,5,3,Tier-1,Enterprise,a/b testing|agile|figma|html|prototyping|ui/ux design|user research|wireframing,18.43
Product Manager,7.0,Masters,1,3,Tier-2,Service-based,agile|data visualization|jira|product management|requirements gathering|sql|stakeholder management|wireframing,23.41
Software Engineer,2.7,Bachelors,3,1,Tier-1,Enterprise,agile|algorithms|java|oop|system design,13.0
UI/UX Designer,8.2,Bachelors,8,2,Tier-2,Startup,a/b testing|css|figma|html|ui/ux design|wireframing,16.38
Cloud Engineer,0.9,Masters,4,0,Tier-1,Startup,aws|azure|ci/cd|docker|gcp|kubernetes|linux|system design|terraform,12.03
Software Engineer,0.5,Bachelors,6,2,Tier-1,Enterprise,algorithms|c++|data structures|java|oop|system design,9.91
Data Scientist,1.6,Bachelors,6,2,Tier-1,Service-based,data visualization|deep learning|machine learning|numpy|pandas|power bi|scikit-learn|seaborn|sql|statistics,8.96
Full Stack Developer,0.6,Bachelors,4,0,Tier-1,Product-based,css|django|docker|html|javascript|python|react|rest api|sql,9.82
Cloud Engineer,2.2,Bachelors,5,1,Tier-1,Service-based,aws|ci/cd|docker|gcp|linux|python|system design|terraform,12.94
Machine Learning Engineer,2.5,Bachelors,4,0,Tier-1,Service-based,aws|deep learning|docker|python|pytorch|scikit-learn|tensorflow,11.23
AI Engineer,6.4,Masters,3,0,Tier-1,Startup,aws|deep learning|machine learning|nlp|python|scikit-learn|tensorflow,31.7
Cloud Engineer,11.1,Masters,3,0,Tier-3,Service-based,aws|azure|gcp|terraform,19.29
Software Engineer,1.4,Bachelors,6,0,Tier-1,Startup,c++|data structures|oop|system design,10.08
DevOps Engineer,2.6,Bachelors,3,0,Tier-1,Service-based,aws|docker|gcp|jenkins|kubernetes|linux|terraform,11.99
Business Analyst,1.6,Bachelors,6,0,Tier-2,Service-based,data visualization|excel|requirements gathering,6.43
Backend Developer,2.1,Bachelors,3,0,Tier-1,Service-based,docker|java|mongodb|node.js|postgresql|redis|system design,9.55
Product Manager,1.1,Bachelors,5,2,Tier-1,Service-based,agile|product management|requirements gathering|stakeholder management|user research,12.05
DevOps Engineer,0.5,Bachelors,5,2,Tier-3,Startup,aws|ci/cd|docker|kubernetes|linux|terraform,7.92
Cybersecurity Analyst,6.4,Bachelors,4,0,Tier-1,Startup,ci/cd|linux|network security|penetration testing|risk assessment|siem,20.34
AI Engineer,1.0,Bachelors,5,1,Tier-1,Startup,aws|deep learning|machine learning|nlp|python|pytorch|scikit-learn|tensorflow,14.47
Business Analyst,0.8,Bachelors,4,2,Tier-2,Service-based,data visualization|power bi|sql|stakeholder management,6.37
Business Analyst,1.3,Masters,3,0,Tier-1,Startup,data visualization|excel|requirements gathering|sql,10.57
Frontend Developer,3.2,Masters,4,1,Tier-3,Product-based,agile|css|figma|git|html|javascript|node.js|react,11.6
Data Scientist,2.5,Masters,7,2,Tier-1,Service-based,data visualization|machine learning|matplotlib|numpy|pandas|python|r|sql|statistics|tensorflow,14.04
Frontend Developer,3.8,Bachelors,4,0,Tier-1,Service-based,agile|css|figma|git|html|node.js|react,12.37
Cybersecurity Analyst,2.7,Masters,1,1,Tier-1,Product-based,aws|azure|linux|network security|siem,17.17
DevOps Engineer,2.8,Bachelors,4,0,Tier-1,Enterprise,ci/cd|docker|kubernetes|python,15.16
Machine Learning Engineer,0.2,Masters,5,1,Tier-1,Enterprise,docker|machine learning|python|pytorch|scikit-learn|tensorflow|xgboost,12.44
UI/UX Designer,1.1,PhD,4,0,Tier-2,Startup,a/b testing|agile|figma|html|prototyping|ui/ux design|user research|wireframing,9.51
Frontend Developer,1.0,Bachelors,2,0,Tier-1,Enterprise,css|git|html|javascript|react,8.83
Business Analyst,0.6,Bachelors,6,1,Tier-3,Startup,excel|jira|power bi|python|requirements gathering|sql|stakeholder management|statistics,6.79
UI/UX Designer,3.1,Bachelors,2,0,Tier-1,Startup,a/b testing|css|figma|html|prototyping|ui/ux design|user research|wireframing,9.55
Software Engineer,1.0,Bachelors,4,1,Tier-1,Startup,algorithms|c++|data structures|git|java|system design,10.02
UI/UX Designer,0.1,PhD,3,1,Tier-2,Product-based,css|figma|prototyping|ui/ux design|user research|wireframing,9.92
